country,Country,year,Population,Region,Income Group,SDG Index Score,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score,country_new
CZE,Czech Republic,2000,10289374,OECD,HIC,72.8,99.5,61.3,82.2,91.5,66.1,83.4,67.8,77.4,30.8,98.8,84.3,70.8,59.2,62,75.1,77.9,49.3,
CZE,Czech Republic,2001,10271019,OECD,HIC,72.9,99.5,62.5,83,88.1,66.1,83.8,68.1,77.9,32.4,98.8,84.3,70.8,59.1,62,75.1,78.1,49.6,
CZE,Czech Republic,2002,10252264,OECD,HIC,73.3,99.5,62.2,83,89,66.9,84.2,68.7,78.5,34.7,98.8,84.4,70.8,59.6,62,75.1,78.1,50.5,
CZE,Czech Republic,2003,10239131,OECD,HIC,73.6,99.5,61.8,82.9,91.7,67.2,84.2,68.9,78.1,37.7,98.8,84.4,70.8,59,62,75.1,78,51.4,
CZE,Czech Republic,2004,10239444,OECD,HIC,74.7,99.5,64.7,83.4,95.1,67.1,84.1,69.5,77.7,39.1,98.8,84.5,70.8,58.9,62,85,78.4,51,
CZE,Czech Republic,2005,10258165,OECD,HIC,74.9,99.5,62.7,83.8,96.6,66.9,84.1,69.2,77.3,40.6,99.7,84.5,70.8,59.3,62,87.3,78.8,50.5,
CZE,Czech Republic,2006,10298609,OECD,HIC,75.3,99.5,62,84.6,98.3,66.2,84,69.4,78,44.7,99.7,84.6,70.8,59.3,62,87.4,79.1,51.1,
CZE,Czech Republic,2007,10357535,OECD,HIC,75.6,99.5,62.2,84.7,96.4,65.9,84,69.7,79.1,46.5,100,87,70.8,59.1,62,87.4,80.3,49.8,W EU
CZE,Czech Republic,2008,10425267,OECD,HIC,76.1,99.5,64.1,85,96.7,67.6,84,70.1,79.7,48.1,99.7,87.1,70.8,60.1,62,88.9,80.4,50.1,
CZE,Czech Republic,2009,10488155,OECD,HIC,76.6,99.5,63.6,85.4,95.3,67.6,84.1,71,78.8,48.6,100,87.9,70.8,61.4,62,92.5,81.3,52.3,
CZE,Czech Republic,2010,10536514,OECD,HIC,76.6,99.5,62.2,86.5,90.6,70.5,84.1,71.1,78.3,52,99.7,88.7,70.8,61.2,62,92.6,80.5,51.9,
CZE,Czech Republic,2011,10566512,OECD,HIC,77,99.5,64.2,86.9,90.9,70.8,84.3,72,78.7,54.9,100,88.5,70.5,60.7,62,92.6,81,52.1,
CZE,Czech Republic,2012,10581302,OECD,HIC,77.3,99.6,61.8,87.1,92.1,71.7,84.5,72.5,78.5,54.3,100,87.8,70.7,65,62,92.6,81.2,52.1,
CZE,Czech Republic,2013,10586529,OECD,HIC,77.8,99.6,63.2,88.1,95.2,70.7,85.1,73,78.5,56.5,99.7,87.2,70.4,66.5,62,92.6,81.4,52.6,
CZE,Czech Republic,2014,10591104,OECD,HIC,78.4,99.6,64.5,87.8,96.4,70.3,85.1,73.5,79.3,61.8,100,89.1,69.9,67.4,62,92.6,81.4,52.1,
CZE,Czech Republic,2015,10601390,OECD,HIC,79.1,99.6,63.4,88.5,96.2,71.1,85.3,73.3,81.6,62.8,100,91.8,69.5,68.9,62,92.6,82.8,54.8,
CZE,Czech Republic,2016,10618868,OECD,HIC,79.1,99.6,64.1,89,94.3,71,85.2,73.3,82.3,63.5,100,91.8,69.3,68.1,62,92.6,83.6,54.9,
CZE,Czech Republic,2017,10641032,OECD,HIC,79.5,99.8,62.7,89.5,92.5,72.1,85.2,73.4,83.6,73.7,100,91.8,69.1,67.4,62,92.6,83.3,52.4,
CZE,Czech Republic,2018,10665679,OECD,HIC,79.9,99.8,62.1,89.8,92.1,72.3,85.3,73.6,83.3,78.2,100,92.3,68.9,66.2,62,92.6,83.4,55.5,
CZE,Czech Republic,2019,10689213,OECD,HIC,80,99.8,62.1,89.8,92.3,72.8,85.3,74,83.6,79.3,100,92.5,68.8,67,62,92.6,82.3,55.7,
CZE,Czech Republic,2020,10708982,OECD,HIC,80.4,99.8,62.1,89.9,92.3,72.6,85.3,74,83.7,79.9,100,95.3,68.8,69,62,92.4,83.5,55.7,
CZE,Czech Republic,2021,10724553,OECD,HIC,80.4,99.8,62.1,89.9,92.3,72.6,85.3,74,83.5,80.4,100,94.9,68.8,69,62,92.4,83.9,55.8,
DNK,Denmark,2000,5341192,OECD,HIC,82.2,99.6,72.7,89.5,98.1,84.3,91.7,72.1,86.9,67.6,100,90.6,55.5,49.1,67.9,92.5,92.4,87.3,
DNK,Denmark,2001,5358059,OECD,HIC,82.4,99.6,72,89.6,99.3,84.2,92.1,72.5,87.6,68.2,100,90.6,55.5,48.7,68.3,92.4,92.4,87.6,
DNK,Denmark,2002,5372798,OECD,HIC,82.6,99.6,72.7,89.9,97.9,84.6,92.4,73.3,87.2,72.4,100,90.6,55.5,48.8,67.7,92.4,92.5,86.5,
DNK,Denmark,2003,5386968,OECD,HIC,82.7,99.6,73,90.5,97.9,84.4,92.4,74.3,86.3,74.7,100,90.6,55.5,47.3,70.5,92.4,92.5,83.2,
DNK,Denmark,2004,5402754,OECD,HIC,82.9,99.6,72.5,91,98,84.6,92.5,75,86.6,75.1,100,90.6,55.5,49.1,70.8,92.5,92.5,83.4,
DNK,Denmark,2005,5421701,OECD,HIC,82.8,99.6,70.8,91.2,96.3,84.3,92.5,75.5,85.6,75.3,100,90.7,55.5,50.2,72.6,92.9,92.9,82.3,
DNK,Denmark,2006,5444293,OECD,HIC,82.7,99.6,70.7,91.1,96.4,84.6,92.8,75.5,86.7,76,100,90.7,55.5,47.9,70.2,92.9,92.6,82,
DNK,Denmark,2007,5469920,OECD,HIC,82.9,99.6,70.3,90.4,97.3,85.1,93,76.2,86.8,76.2,100,89.5,55.5,49.4,71.2,92.9,94,82.3,W EU
DNK,Denmark,2008,5497731,OECD,HIC,82.6,99.6,70.6,90.6,96.3,85,92.2,76.5,87.2,79.6,100,86.2,55.5,50.5,67.3,92.9,91.9,82.6,
DNK,Denmark,2009,5526389,OECD,HIC,82.9,99.6,72.1,90.9,94.8,85.3,92.5,77.3,86.7,83,100,86.6,55.5,51.4,65,93,91.6,84.3,
DNK,Denmark,2010,5554849,OECD,HIC,83.5,99.6,70.2,92.1,97.8,85.4,91.4,78.7,86,88.4,100,89.5,55.5,51.3,64.9,93,91.3,85.1,
DNK,Denmark,2011,5582980,OECD,HIC,84.1,99.6,69.7,92.8,98.9,86.1,91.1,79.9,85.9,92,100,89.3,55.7,52.9,67.7,93,91.4,83.4,
DNK,Denmark,2012,5610909,OECD,HIC,84.5,99.5,71.1,93.2,98,86.4,91.9,80.8,85.9,94.2,99.6,89.4,55.6,54.2,69.3,92.9,92.6,82.9,
DNK,Denmark,2013,5638152,OECD,HIC,84.6,99.5,70.2,93.2,98.4,86.7,90.2,81.7,86.2,95.8,98.6,89.9,55.6,53.7,69.7,92.9,92.3,83.4,
DNK,Denmark,2014,5664199,OECD,HIC,84.8,99.4,70.1,93.1,96.7,85.6,90.3,83.3,86.5,95.7,98.7,89.4,55,55,72.9,92.9,92.3,83.7,
DNK,Denmark,2015,5688695,OECD,HIC,85.3,99.5,70.1,94,97,85.2,91.4,84.3,87.6,96.5,98.1,91.1,54.6,55.8,76.2,92.9,93,83.4,
DNK,Denmark,2016,5711346,OECD,HIC,85.4,99.5,68.7,94.4,98.6,85.6,91.9,84.5,87.8,96.3,98.7,92.1,54.6,55.3,77,92.9,93,80.7,
DNK,Denmark,2017,5732277,OECD,HIC,85,99.7,70,95.3,96.4,85.6,90.8,86.6,87.9,96.2,97.4,91.7,54.6,56,72,92.9,91.7,80.9,
DNK,Denmark,2018,5752131,OECD,HIC,85.1,99.7,66.4,95.1,98.3,85.5,89.8,86.3,88.3,96.5,98.4,92.6,54.7,56,71.3,92.9,92.6,82.8,
DNK,Denmark,2019,5771877,OECD,HIC,85.4,99.7,66.4,95.6,97.7,86.4,89.8,88.1,88.4,96.7,98.4,92.2,54.8,57.2,71.3,92.9,93.3,82.7,
DNK,Denmark,2020,5792203,OECD,HIC,85.4,99.7,66.4,95.3,97.7,86.8,89.8,88.1,88,96.4,98.4,91.8,54.8,58.5,71.3,92.8,92.9,83,
DNK,Denmark,2021,5813302,OECD,HIC,85.6,99.7,66.4,95.4,97.7,86.8,89.8,88.1,88.5,96.4,98.4,95.1,54.8,58.5,71.3,92.8,93.3,82.3,
DJI,Djibouti,2000,717577,Africa,LMIC,45.4,46.7,27.1,29.9,0,3.4,53.1,39.8,48.9,6.7,46.6,65.4,94.8,91.3,60.4,41.2,58.8,58.2,
DJI,Djibouti,2001,733019,Africa,LMIC,45.3,46.7,27,31.6,0,3.9,53.1,39.7,48.9,6.7,46.6,65.5,94.8,91.3,60.4,40.9,58.8,53.7,
DJI,Djibouti,2002,746947,Africa,LMIC,45.4,46.7,27.4,34.3,0,4.6,53.2,36.9,48.9,6.7,46.6,65.6,94.8,91.2,60.4,40.8,58.8,55.2,
DJI,Djibouti,2003,759639,Africa,LMIC,46.2,46.7,28.7,35.9,0,12.1,53.2,38.8,48.9,6.7,46.6,65.8,94.8,91.2,60.4,40.7,58.8,56.7,
DJI,Djibouti,2004,771599,Africa,LMIC,46.5,46.7,29.5,36.4,0,13.2,53.2,40.1,48.9,6.8,46.6,65.9,94.8,91.2,60.4,40.5,58.8,57.4,
DJI,Djibouti,2005,783248,Africa,LMIC,46.8,46.7,31.8,37.3,0.4,14.4,53.5,41.8,48.6,6.8,46.6,66.5,94.8,91.2,60.4,40.3,58.8,55.3,
DJI,Djibouti,2006,794554,Africa,LMIC,47.2,46.7,32.5,40.2,1.1,15.6,53.8,42.5,48.9,6.8,46.6,66.6,94.8,91.3,60.4,40.2,58.8,55.8,
DJI,Djibouti,2007,805456,Africa,LMIC,47.6,46.7,33.1,41.3,1.5,18.9,54.1,43.2,48.9,6.9,46.6,66.7,94.8,91.2,60.4,40,58.8,56.2,Africa
DJI,Djibouti,2008,816361,Africa,LMIC,47.8,46.7,34.7,41,1.9,19.9,54.4,43,48.9,6.8,46.6,66.9,94.8,91.1,60.4,39.9,58.8,56.4,
DJI,Djibouti,2009,827820,Africa,LMIC,48,46.7,36,43,5.7,20.9,54.6,44.1,49,7.3,46.6,61.3,94.8,91.2,60.4,39.7,57.9,56.5,
DJI,Djibouti,2010,840194,Africa,LMIC,47.7,46.7,37.4,44.4,5.7,21.9,54.9,43.9,49,7.8,46.6,61.3,94.8,91.1,60.4,39.6,57.6,47.7,
DJI,Djibouti,2011,853671,Africa,LMIC,48.3,47.5,37.6,44.6,16.6,22.7,55.2,44.9,49,7.9,46.6,61.2,94.8,90.2,60.4,39.4,54.4,48.4,
DJI,Djibouti,2012,868136,Africa,LMIC,47.3,48.3,35.8,46.4,15.7,23.4,55.5,44.4,49,1.8,39.5,61.3,94.7,86.9,60.4,39.3,54.4,47.8,
DJI,Djibouti,2013,883296,Africa,LMIC,46.8,41.4,35.6,47.3,13.9,23.4,55.8,45.6,49,2.5,40.9,61.2,94.7,82.5,60.4,39.3,54.4,47.6,
DJI,Djibouti,2014,898707,Africa,LMIC,47.5,43.4,38.4,47.9,19.8,24.1,56.1,34.5,49,7.5,40.9,61.4,94.6,88.9,60.4,39.1,53.8,47.5,
DJI,Djibouti,2015,913998,Africa,LMIC,47.4,45.4,37.8,49.5,15.8,24.8,56.4,40.6,49.1,9,40.9,59.7,94.6,86.9,56.8,38.9,53.8,45.4,
DJI,Djibouti,2016,929117,Africa,LMIC,47.3,47.4,38.2,49.4,12.9,25.5,56.7,31.4,49.1,14.5,40.9,60.4,94.5,89.9,56.8,38.8,52.9,45.3,
DJI,Djibouti,2017,944100,Africa,LMIC,48.2,49.4,39.1,52.1,16.3,24.9,57,22.5,49.1,21.4,44.4,60.4,94.5,88.3,56.8,38.6,58,46.2,
DJI,Djibouti,2018,958923,Africa,LMIC,49.7,53.8,39.3,53.5,18.7,36.2,57.3,21.3,49.1,26.5,44.4,60.2,94.5,87,56.8,38.5,59,49.3,
DJI,Djibouti,2019,973557,Africa,LMIC,50.3,57.5,39.2,54.3,22.5,36.9,57.7,22,49.1,27.3,44.4,60,94.4,86.9,56.9,38.3,58.6,48.7,
DJI,Djibouti,2020,988002,Africa,LMIC,50,56.9,39.2,52.1,22.5,37.1,57.7,22,49.1,27.5,44.4,60,94.4,87,56.9,38.1,56.7,48.7,
DJI,Djibouti,2021,1002197,Africa,LMIC,50.1,58.9,39.2,52.1,22.1,37.5,57.7,22,49.1,27.5,44.4,60,94.4,87,56.9,37.9,56.9,48.7,
DOM,Dominican Republic,2000,8471317,LAC,UMIC,61.4,83.6,61.1,60.3,65.8,61,67.4,63.1,71,7.1,23.8,79,88.4,91.1,72.3,46.2,57.1,45.9,
DOM,Dominican Republic,2001,8598599,LAC,UMIC,61.7,83.6,61.9,59.7,65.8,60.7,67.5,65.3,70.5,7.3,25.9,79,88.4,91.1,72.3,46.1,57.5,46.8,
DOM,Dominican Republic,2002,8724974,LAC,UMIC,61.9,83.6,59.1,61.2,68.5,62.3,67.6,66,70.9,7.8,26.4,79,88.4,90.8,72.1,46,57,46.5,
DOM,Dominican Republic,2003,8850317,LAC,UMIC,61.5,83.6,59.4,60.6,67.4,62.1,67.7,67.1,70.8,8,23,78.9,88.4,90.8,71.8,46,55.2,44.4,
DOM,Dominican Republic,2004,8974444,LAC,UMIC,63.7,83.6,58.4,61.4,67.8,62,67.8,68.6,71.2,8.2,23,78.9,88.4,91.6,79.5,73.9,54.2,44.9,
DOM,Dominican Republic,2005,9097262,LAC,UMIC,64.4,83.6,58.8,63,71.1,62.5,67.9,68.7,70.9,8.7,25.9,79.7,88.4,91.5,79.4,73.8,53.9,46.2,
DOM,Dominican Republic,2006,9218681,LAC,UMIC,64.5,83.6,60.8,63.5,70.2,63.9,67.8,68.6,71.6,9.4,23.1,79.6,88.4,91.4,79.6,73.7,54.3,46.5,
DOM,Dominican Republic,2007,9338856,LAC,UMIC,65.2,83.6,59.7,64,75.9,64.7,67.6,70.4,71.9,10,27.5,77.6,88.4,91.3,79.8,73.7,55,48.4,S America
DOM,Dominican Republic,2008,9458079,LAC,UMIC,65.1,83.6,59,63,76.1,65.5,67.4,69.5,72.1,10.7,28.6,77.1,88.4,91.3,80,73.6,53,48.3,
DOM,Dominican Republic,2009,9576736,LAC,UMIC,65.8,83.6,59,64.5,82.2,64.6,67.2,69.7,71.7,12.1,27.5,79.9,88.4,91.4,81.9,74.2,52.6,47.4,
DOM,Dominican Republic,2010,9695117,LAC,UMIC,66.2,83.6,61.2,64.1,81.9,66.4,67,70.5,71.9,13.1,29.7,79.5,88.4,91.3,81.9,74.1,53.4,47.3,
DOM,Dominican Republic,2011,9813219,LAC,UMIC,66.5,85.6,62.3,65.9,79.3,67.1,66.8,70.4,71.3,15.5,29.2,80.2,88.3,91.2,81.8,74.1,53.6,47.6,
DOM,Dominican Republic,2012,9930916,LAC,UMIC,66.7,85.7,61.1,63.7,77.3,67.5,66.5,70.9,70.9,20.4,31.4,80.5,88.3,91,81.8,74,54.5,49.3,
DOM,Dominican Republic,2013,10048226,LAC,UMIC,67.4,87.2,62,62.6,80.2,67.4,66.2,71.8,70.5,23.4,29.2,83.5,88.4,91.2,81.4,73.9,56.3,51.4,
DOM,Dominican Republic,2014,10165182,LAC,UMIC,68.1,88.5,60.1,63.8,80.4,67.1,65.9,71.5,73.7,25.1,34,81.3,88.3,91,83.9,74.4,57.2,51.6,
DOM,Dominican Republic,2015,10281675,LAC,UMIC,68.4,91.9,59.9,62.5,84.5,67.8,65.6,70.6,72.1,28.1,32.7,83.2,88.2,90.3,83.7,74.3,54.5,53.4,
DOM,Dominican Republic,2016,10397738,LAC,UMIC,68.8,92.6,59.8,62.5,86.5,71.1,65.8,71,72.3,29.2,32,84.8,88.1,89.9,83.9,74.2,53.7,51.7,
DOM,Dominican Republic,2017,10513111,LAC,UMIC,69.9,96.2,59.6,65.5,87.3,71.3,66,72.5,73,31.1,36.9,83.2,87.9,90.2,84,74.1,55.9,53.1,
DOM,Dominican Republic,2018,10627147,LAC,UMIC,70,97.3,59.4,66.7,88.4,71.4,66.1,72,71.6,34.7,34.8,81.4,87.8,90.6,84.2,74.1,57.6,52.1,
DOM,Dominican Republic,2019,10738957,LAC,UMIC,70.7,97.7,58.9,67.9,89.8,72.2,66.2,71.6,71.5,35.7,37.3,85.5,87.6,90.4,84.2,74,58.2,53.7,
DOM,Dominican Republic,2020,10847904,LAC,UMIC,70.7,97.3,58.9,65.9,92.2,71.8,66.3,71.6,70.9,36,37.3,83.5,87.6,90.4,84.2,75.6,58.9,53.7,
DOM,Dominican Republic,2021,10953714,LAC,UMIC,70.7,98,58.9,67.2,92.2,71.8,66.3,71.6,69.4,36,37.3,83.5,87.6,90.4,84.2,75.5,58.3,53.7,
E_S_Asia,East and South Asia,2000,,,,57.2,47.3,59.5,50,71.1,50,53.5,55.3,65.2,23.7,35.6,56.1,94,95.5,57.9,51.7,60.7,44.3,
E_S_Asia,East and South Asia,2001,,,,57.2,47.2,59.6,51.3,71,50,53.8,55.5,65,23.8,35.6,56,94,95.5,58,51.7,60.7,44.3,
E_S_Asia,East and South Asia,2002,,,,57.3,47.1,58.9,51.8,70.8,49.7,54.4,56.2,64.9,24.1,35.4,56,94,95.3,57.9,51.8,60.7,44.5,
E_S_Asia,East and South Asia,2003,,,,57.5,47.1,58.9,52.6,72.9,49.3,54.9,56,64.7,24.4,35.5,56,94.1,94.9,58.6,51.9,60.7,44.3,
E_S_Asia,East and South Asia,2004,,,,57.5,47,58.7,53.5,72.8,49.1,55.4,55.7,64.7,24.8,35.3,56,94.1,94.6,58.3,52.1,60.7,44.2,
E_S_Asia,East and South Asia,2005,,,,57.7,46.9,60.1,55,72.9,48.5,55.9,56,64.6,25.5,35.9,56.3,94.1,94.3,58.7,51.9,60.5,44.4,
E_S_Asia,East and South Asia,2006,,,,58,46.8,60.4,56.1,74.4,49,56.3,56.5,64.6,25.9,35.8,56.3,94.1,94,58.8,52.1,60.7,44.9,
E_S_Asia,East and South Asia,2008,,,,58.5,46.7,61.1,57.6,79,48.6,57.3,57.1,64.6,27.3,34.7,56.6,94.1,93.4,58.8,51.8,60,45.5,
E_S_Asia,East and South Asia,2009,,,,58.5,46.6,61.2,58,78.9,49.1,57.8,57.4,64.6,28.2,34.4,56.1,94.1,93.2,58.2,51.9,60,45.5,
E_S_Asia,East and South Asia,2010,,,,59.1,46.5,61.6,61.3,79,50.7,59.2,58,64.7,29.3,34.1,57.2,94.1,92.8,58.3,51.8,59.4,46.9,
E_S_Asia,East and South Asia,2011,,,,59.7,51.2,61.8,62,81.1,51.3,59.8,57.6,64.7,30.5,34.3,57.1,94.1,92.2,58.7,51.7,60.6,46.8,
E_S_Asia,East and South Asia,2012,,,,60.4,55.5,61.9,62.6,82,51.9,60.3,59.3,64.7,30.9,34.5,57.7,94.1,92,58.8,51.9,60.4,48,
E_S_Asia,East and South Asia,2013,,,,61.3,61.9,62.4,63.3,82.9,52.9,60.9,60.5,64.6,33.8,35.9,58.6,94.1,91.9,58.9,51.9,59.9,47.9,
E_S_Asia,East and South Asia,2014,,,,62.2,64.9,64.8,65.1,83.9,53.3,61.5,61.2,67.1,35.9,36.3,60,94,91.9,57.2,51.7,59,49.1,
E_S_Asia,East and South Asia,2015,,,,62.6,68.3,63.2,67,85,53.1,62.1,62.2,66.2,37.1,36.6,61.2,93.9,91.9,56.4,51.7,59.6,49.2,
E_S_Asia,East and South Asia,2016,,,,63.1,71.1,63.2,67.6,85,54.2,62.7,63.2,66.2,39.2,36.7,61.1,93.8,92,55.3,51.5,59.7,49.2,
E_S_Asia,East and South Asia,2017,,,,64.3,73.5,64.9,68.3,85.1,54.4,63.3,64.4,68.9,50.5,36.9,61.3,93.7,91.8,55.3,51.4,61,49.2,
E_S_Asia,East and South Asia,2018,,,,65.2,76.3,65.8,68.5,86.1,54.5,63.9,65.4,69.8,52.6,37.1,63,93.5,91.4,56.1,51.4,62.3,50.2,
E_S_Asia,East and South Asia,2019,,,,65.8,77.9,65.6,69.1,87.1,56.3,64.5,66.1,69.9,55.6,37.1,64,93.4,91.3,56.2,51.2,61.7,50.8,
E_S_Asia,East and South Asia,2020,,,,65.7,74.6,65.5,69.9,86.3,56,65.1,66.1,69,57.9,37.1,64.8,93.4,91.4,56.2,51.7,62,50.8,
E_S_Asia,East and South Asia,2021,,,,65.8,76.8,65.5,69.6,86.3,55.9,65.1,66.1,69.5,57.8,37.1,63.2,93.4,91.4,56.2,51.5,61.7,50.8,
E_Euro_Asia,Eastern Europe and Central Asia,2000,,,,65.3,91.6,50.5,61.9,81.1,55.1,70,63.2,64.1,20.8,73.8,73.4,87.9,78.3,61.9,63.1,53.2,60.8,
E_Euro_Asia,Eastern Europe and Central Asia,2001,,,,65.5,91.5,51.7,62,81.5,55.3,70,63.3,64.6,21.2,74,73.2,88,78,61.9,63.2,53,62,
E_Euro_Asia,Eastern Europe and Central Asia,2002,,,,65.8,91.4,52.3,62.1,82.1,55.3,70.1,63.3,64.8,21.5,74.6,73.1,88,78,61.9,63.3,52.9,64.8,
E_Euro_Asia,Eastern Europe and Central Asia,2003,,,,65.6,91.3,52.2,61.9,81.6,55.1,70.1,63.3,64.8,22,72.9,72.9,88,77.7,61.9,63.3,53.1,63.5,
E_Euro_Asia,Eastern Europe and Central Asia,2004,,,,65.7,91.2,53,62.2,80.7,56.2,70.2,63.6,64.9,22.2,72.7,72.8,88.1,77.6,61.9,63.3,53.4,62.9,
E_Euro_Asia,Eastern Europe and Central Asia,2005,,,,65.9,91,53,62.6,80.4,56.9,70.3,63.6,65,22.5,71.5,72.7,88.1,77.5,61.9,63.5,53.7,65.3,
E_Euro_Asia,Eastern Europe and Central Asia,2006,,,,65.9,90.9,53.9,62.6,79.7,57.1,70.4,63.6,65.1,22.7,72.1,72.6,88.1,77,61.9,63.5,54.4,65.1,
E_Euro_Asia,Eastern Europe and Central Asia,2008,,,,66.6,90.7,54.4,64,80.3,57.8,70.6,62.5,65.6,24.4,73.9,72.6,88.2,76.9,61.9,65.2,55.9,66.7,
E_Euro_Asia,Eastern Europe and Central Asia,2009,,,,66.7,90.6,54.6,64.5,79.3,58,70.7,63,64.8,26.2,75.7,73.3,88.2,78,61.9,65.4,55.8,64.1,
E_Euro_Asia,Eastern Europe and Central Asia,2010,,,,67.1,90.5,54.2,67.3,81.6,58.4,70.8,62.6,64.8,27.3,75.8,72.7,88.3,77.5,61.9,65.4,57.5,64.1,
E_Euro_Asia,Eastern Europe and Central Asia,2011,,,,67.2,91.4,55,67.8,83.4,58.7,70.9,59.5,64.9,29.6,75.9,71.3,88,76.3,61.9,65.6,57.8,64.6,
E_Euro_Asia,Eastern Europe and Central Asia,2012,,,,67.5,92,53.9,68.9,82.2,59,71,61.5,65.1,32.7,75,72.1,88.1,76.1,61.9,65.6,57.7,64.2,
E_Euro_Asia,Eastern Europe and Central Asia,2013,,,,67.9,92.8,55.6,69.2,82.6,58.9,71.1,63.5,65,34.4,74.9,72.6,88,76.4,61.9,65.9,57.8,63.3,
E_Euro_Asia,Eastern Europe and Central Asia,2014,,,,68.4,92.5,55.9,68.7,83.1,59.3,71.2,64.4,67.4,36.2,75.1,74.4,87.9,77.7,61.9,65.9,58.1,63.2,
E_Euro_Asia,Eastern Europe and Central Asia,2015,,,,68.7,93.6,56,70.8,83.5,58.8,71.1,63.5,68.3,37.9,76.5,73.1,87.8,79.9,61.9,65.9,58,61.9,
E_Euro_Asia,Eastern Europe and Central Asia,2016,,,,69.3,94.5,56.6,71.1,84.5,58.8,71.2,65.1,68.4,35.9,82.2,73.6,87.6,80.5,61.9,65.9,58.8,61.1,
E_Euro_Asia,Eastern Europe and Central Asia,2017,,,,70,94.5,57.3,72.5,84.8,59.9,71,65.1,69.2,42.7,82.8,74.4,87.5,79.7,61.9,65.9,58.6,62.5,
E_Euro_Asia,Eastern Europe and Central Asia,2018,,,,70.5,95.3,58.1,73.2,85.5,59.6,71.2,64.8,69,46,82.5,72.7,87.4,79.2,61.9,65.9,60.1,65.2,
E_Euro_Asia,Eastern Europe and Central Asia,2019,,,,70.9,95.7,58.1,74.1,86.5,60.1,71.3,63.4,69.4,49.4,82.7,72.8,87.3,79.4,61.9,65.8,60.7,66.2,
E_Euro_Asia,Eastern Europe and Central Asia,2020,,,,71,95.3,58.1,74.2,86.6,60.6,71.4,63.3,68.9,50.5,82.7,73.1,87.4,80.1,61.9,65.8,61.6,65.8,
E_Euro_Asia,Eastern Europe and Central Asia,2021,,,,71.1,95.7,58.1,74.1,86.9,60.5,71.3,63.2,68.9,51.2,82.7,72.8,87.4,80.1,61.9,65.8,61.9,65.7,
ECU,Ecuador,2000,12681123,LAC,UMIC,62.5,79.4,52.7,72.5,71.5,59.9,66,69.2,65,14.5,9.5,79.4,90.8,91.7,74.7,58.3,49.1,58.4,
ECU,Ecuador,2001,12914660,LAC,UMIC,62.5,79.4,51.6,71.8,73.5,59.6,66.5,67.8,65.2,14.6,9.5,79.7,90.8,91.4,74.4,58.1,49.6,59.1,
ECU,Ecuador,2002,13143465,LAC,UMIC,62.7,79.4,52.4,71.7,74.7,59.4,67,67.8,64.8,14.9,9.5,79.9,90.8,91.3,76.2,58.3,49.1,59.4,
ECU,Ecuador,2003,13369678,LAC,UMIC,62.9,79.4,52.1,73,74.8,59.9,67.4,66.2,64.3,15,13.6,80.1,90.8,91.1,75,58.1,49.1,60,
ECU,Ecuador,2004,13596390,LAC,UMIC,63.3,79.4,52.5,73.8,75.2,61.1,67.9,67.3,64.7,15,13,80.3,90.8,90.9,75.5,58.1,50,60.1,
ECU,Ecuador,2005,13825839,LAC,UMIC,63.2,79.4,52.4,72.7,76.1,60.9,68.4,66.1,65.5,15.3,14.2,80.2,90.8,90.8,75.2,57.9,49.2,60,
ECU,Ecuador,2006,14059379,LAC,UMIC,64.1,79.4,51.6,72.9,80.3,65.6,68.9,67.7,65.6,15.8,15.3,80.5,90.8,91,76.6,57.6,49.2,60.3,
ECU,Ecuador,2007,14296554,LAC,UMIC,64.7,79.4,52.4,73.2,85.4,65.7,69.4,68.6,65.9,16.5,13.7,81.9,90.8,90.5,78.7,57.4,49.2,60.8,S America
ECU,Ecuador,2008,14535740,LAC,UMIC,65.1,79.4,52,73.9,83,65.8,69.9,71.7,65.4,18.3,18.8,80.9,90.8,91,79.3,57.1,49,60.9,
ECU,Ecuador,2009,14774412,LAC,UMIC,66.3,79.4,54.4,74,91.5,69.3,70.4,68.6,65,20.2,20.6,81.1,90.8,90.7,78,56.9,47.7,68.7,
ECU,Ecuador,2010,15011114,LAC,UMIC,66.7,79.4,55.7,74.9,92.8,69.1,70.9,68.2,65.3,20.9,20.2,81,90.8,90.5,76.1,59.2,48.6,70,
ECU,Ecuador,2011,15243885,LAC,UMIC,67.4,82.3,54.9,74.9,93.1,69.4,71.4,68.7,65.8,21.2,24.3,84.5,90.8,90.2,74.2,59,50.5,71,
ECU,Ecuador,2012,15474099,LAC,UMIC,68.3,84.5,56.3,76.1,93.3,71.7,71.9,70.4,65.9,25.7,24,83.4,90.8,90.2,73.9,59,52.5,71.7,
ECU,Ecuador,2013,15707473,LAC,UMIC,68.8,86.4,54.1,77.1,95.6,75.1,72.4,69.6,66,27.7,22.9,79.3,90.7,89.8,73.7,58.7,56.3,73.3,
ECU,Ecuador,2014,15951832,LAC,UMIC,69.9,89.2,58.2,76.5,98,76.1,72.9,69.3,67.5,29,25.6,78.8,90.6,89.4,76.1,58.6,57.8,74.6,
